"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"CONTEXTO-REVISTA DE LA FACULTAD DE ARQUITECTURA UNIVERSIDAD AUTONOMA DE NUEVO LEON","2007-1639","2007-1639","UNIV AUTONOMA NUEVO LEON, FAC ARQUITECTURA","PEDRO ALBA S-N, CIUDAD UNIV, SAN NICOLAS GARZA, NUEVO LEON, MEXICO, 00000","English, Spanish","Architecture"
"CONTEXTO-REVISTA DO PROGRAMA DE POS-GRADUACAO EM LETRAS","2358-9566","2358-9566","UNIV FEDERAL ESPIRITO SANTO","CENTRO CIENCIAS HUMANAS & NATURAIS PROGRAMA POS-GRADUACAO & LETRAS, VITORIA, BRAZIL, 00000","Portuguese","Literature"
"CONTEXTOS EDUCATIVOS-REVISTA DE EDUCACION","1575-023X","1695-5714","UNIV RIOJA, SERV PUBLICACIONES","C/ PISCINAS S/N, LOGRONO, LA RIOJA, SPAIN, 26004","Spanish","Social Sciences, General | Education & Educational Research"
"CON-TEXTOS KANTIANOS-INTERNATIONAL JOURNAL OF PHILOSOPHY","2386-7655","2386-7655","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC, INST FILOSOFIA","CALLE ALBASANZ 26, MADRID, SPAIN, 28037","English, French, German, Italian, Portuguese, Spanish","Philosophy"
"CONTRIBUTIONS TO GEOPHYSICS AND GEODESY","1338-0540","1338-0540","SLOVAK ACAD SCIENCES, EARTH SCIENCE INST","DUBRAVSKA CESTA 9, PO BOX 106, BRATISLAVA, Slovakia, KOSICE, 840 05","English","Geosciences | Geochemistry & Geophysics"
"CONTRIBUTIONS TO THE HISTORY OF CONCEPTS","1807-9326","1874-656X","BERGHAHN JOURNALS","20 JAY ST, SUITE 512, BROOKLYN, USA, NY, 11201","","History"
"CONVERGENT SCIENCE PHYSICAL ONCOLOGY","2057-1739","2057-1739","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","","Clinical Medicine | Oncology"
"CONVIVIUM-EXCHANGES AND INTERACTIONS IN THE ARTS OF MEDIEVAL EUROPE BYZANTIUM AND THE MEDITERRANEAN","2336-3452","2336-808X","MASARYKOVA UNIV","ZEROTINOVO NAM 9, BRNO, CZECH REPUBLIC, 60177","","Medieval & Renaissance Studies"
"COORDENADAS-REVISTA DE HISTORIA LOCAL Y REGIONAL","2362-4752","2362-4752","UNIV NAC RIO CUARTO","RUTA NAC 36 KM 601, CAMPUS UNIV, CORDOBA, ARGENTINA, X5800BYA","Spanish","History"
"CORDIS-REVISTA ELETRONICA DE HISTORIA SOCIAL DA CIDADE","2176-4174","2176-4174","PONTIFICIA UNIV CATOLICA SAO PAULO","PROG ESTUDOS POS-GRAD & CIENCIAS RELIGIAO, SAO PAULO, BRAZIL, 00000","","History"
"CORE EVIDENCE","1555-1741","1555-175X","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752","","Pharmacology & Pharmacy"
"COR ET VASA","0010-8650","1803-7712","CZECH SOC CARDIOLOGY & CZECH SOC CARDIOVASCULAR SURGERY","U NEMOCNICE 2, PRAGUE 2, Czech Republic,  , 128 08","","Clinical Medicine | Cardiac & Cardiovascular Systems"
"CORMAC MCCARTHY JOURNAL","2333-3073","2333-3065","PENN STATE UNIV PRESS","820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802","","Literature, American"
"CORPORA","1749-5032","1755-1676","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","","Social Sciences, General | Linguistics"
"CORPORATE COMMUNICATIONS","1356-3289","1758-6046","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","","Business | Economics & Business"
"CORPORATE GOVERNANCE-THE INTERNATIONAL JOURNAL OF BUSINESS IN SOCIETY","1472-0701","1758-6054","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","","Economics & Business | Business"
"CORPORATE REPUTATION REVIEW","1363-3589","1479-1889","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS","","Business | Economics & Business"
"CORROSION SCIENCE AND TECHNOLOGY-KOREA","1598-6462","2288-6524","CORROSION SCIENCE SOC KOREA","635-4 YEOKSAM-DONG, KANGNAM-KU, SEOUL, SOUTH KOREA, 135-703","","Electrochemistry | Materials Science"
"CORSALUD","2078-7170","2078-7170","CARDIOCENTRO ERNESTO CHE GUEVARA","CALLE CUBA 610, E-BARCELONA & CAPITAN VELAZCO, SANTA CLARA, VILLA CLARA, CUBA, CP 50200","English, Spanish","Clinical Medicine | Cardiac & Cardiovascular Systems"
"CORVINUS JOURNAL OF SOCIOLOGY AND SOCIAL POLICY","2061-5558","2062-087X","CORVINUS UNIV BUDAPEST, DOCTORAL SCH SOCIOLOGY","KOZRAKTAR U 4-6, BUDAPEST, HUNGARY, 1093","English","Social Sciences, General | Sociology"
"COSMOPOLITAN CIVIL SOCIETIES-AN INTERDISCIPLINARY JOURNAL","1837-5391","1837-5391","UNIV TECHNOLOGY, SYDNEY-UTS EPRESS","BROADWAY, PO BOX 123, SYDNEY, AUSTRALIA, NSW, 2007","English","Social Sciences, General | Sociology"
"COSMOS AND HISTORY-THE JOURNAL OF NATURAL AND SOCIAL PHILOSOPHY","1832-9101","1832-9101","COSMOS PUBL COOPERATIVE","C/O ARRAN GARE, PHILOSOPHY & CULTURAL INQUIRY, PO BOX 218, HAWTHORN, AUSTRALIA, VIC 3122","English","Philosophy"
"COUNSELING AND VALUES","0160-7960","2161-007X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Psychiatry/Psychology | Psychology, Applied"
"COUNSELLING PSYCHOLOGY QUARTERLY","0951-5070","1469-3674","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Psychiatry/Psychology | Psychology, Applied"
"COUNSELLING & PSYCHOTHERAPY RESEARCH","1473-3145","1746-1405","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Psychiatry/Psychology | Psychology, Clinical"
"COUNSELOR EDUCATION AND SUPERVISION","0011-0035","1556-6978","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Psychiatry/Psychology | Psychology, Applied"
"COUNTERTEXT-A JOURNAL FOR THE STUDY OF THE POST-LITERARY","2056-4406","2056-4414","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","","Literary Theory & Criticism"
"COUPLE AND FAMILY PSYCHOLOGY-RESEARCH AND PRACTICE","2160-4096","2160-410X","AMER PSYCHOLOGICAL ASSOC","750 FIRST ST NE, WASHINGTON, USA, DC, 20002-4242","","Psychiatry/Psychology | Family Studies"
"COUPLED SYSTEMS MECHANICS","2234-2184","2234-2192","TECHNO-PRESS","PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600","","Mechanics | Engineering"
"CPU-E REVISTA DE INVESTIGACION EDUCATIVA","1870-5308","","UNIV VERACRUZANA, INST INVESTIGACIONES & EDUCACION","DIEGO LENO 8, ESQ MORELOS, COL CENTRO, XALAPA, MEXICO, VERACRUZ, 91000","Spanish","Social Sciences, General | Education & Educational Research"
"CRAFT RESEARCH","2040-4689","2040-4697","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG","","Art"
"CRANIOMAXILLOFACIAL TRAUMA & RECONSTRUCTION","1943-3875","1943-3883","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","","Dentistry, Oral Surgery & Medicine | Clinical Medicine"
"CREATIVE NURSING","1078-4535","1946-1895","SPRINGER PUBLISHING CO","11 WEST 42ND STREET, NEW YORK, USA, NY, 10036","","Social Sciences, General | Nursing"
"CRESCENT JOURNAL OF MEDICAL AND BIOLOGICAL SCIENCES","2148-9696","2148-9696","ARAS PART MEDICAL INT PRESS","NO 1, S SHAREATI ST, 5138815941, TABRIZ, IRAN, 00000","English","Clinical Medicine | Medicine, General & Internal"
"CRIME PREVENTION & COMMUNITY SAFETY","1460-3780","1743-4629","PALGRAVE MACMILLAN LTD","BRUNEL RD BLDG, HOUNDMILLS, BASINGSTOKE, ENGLAND, HANTS, RG21 6XS","","Social Sciences, General | Criminology & Penology"
"CRIME SCIENCE","2193-7680","2193-7680","BMC","CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW","English","Social Sciences, General | Criminology & Penology"
"CRIMINAL JUSTICE STUDIES","1478-601X","1478-6028","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, General | Operations Research & Management Science"
"CRIMINAL LAW AND PHILOSOPHY","1871-9791","1871-9805","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","","Social Sciences, General | Law"
"CRIMINAL LAW FORUM","1046-8374","1572-9850","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","","Law | Criminology & Penology"
"CRIMINAL LAW JOURNAL","0314-1160","0314-1160","LAWBOOK CO LTD","LEVEL 6, 19 HARRIS ST, PYRMONT, AUSTRALIA, NSW, 2009","","Social Sciences, General | Law"
"CRIMINOLOGIE","0316-0041","0316-0041","PRESSES UNIV MONTREAL","PO BOX 6128, SUCCURSALE A, 3744 RUE JEAN-BRILLANT, MONTREAL, CANADA, QUEBEC, H3T 1P1","","Social Sciences, General | Criminology & Penology"
"CRISTIANESIMO NELLA STORIA","0393-3598","0393-3598","SOC ED IL MULINO","STRADA MAGGIORE 37, BOLOGNA, ITALY, 40125","","Religion"
"CRITICAL AND RADICAL SOCIAL WORK","2049-8608","2049-8675","POLICY PRESS","UNIV BRISTOL, 1-9 OLD PARK HILL, BRISTOL, ENGLAND, BS2 8BB","","Social Work | Social Sciences, General"
"CRITICAL CARE NURSING QUARTERLY","0887-9303","1550-5111","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","","Clinical Medicine | Critical Care Medicine"
"CRITICAL CARE RESEARCH AND PRACTICE","2090-1305","2090-1313","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Clinical Medicine | Critical Care Medicine"
"CRITICAL EDUCATION","1920-4175","1920-4175","UNIV BRITISH COLUMBIA, FAC EDUCATION","2125 MAIN MALL, VANCOUVER, CANADA, BC, V6T 1Z4","","Social Sciences, General | Education & Educational Research"
"CRITICAL ETHNIC STUDIES","2373-5031","2373-504X","UNIV MINNESOTA PRESS","MILL PLACE, SUITE 290 111 THIRD AVE S, MINNEAPOLIS, USA, MN, 55401-2520","","Social Sciences, General | Ethnic Studies"
"CRITICAL FINANCE REVIEW","2164-5744","2164-5760","NOW PUBLISHERS INC","PO BOX 1024, HANOVER, USA, MA, 02339","","Economics & Business | Business, Finance"
"CRITICAL HISTORICAL STUDIES","2326-4462","2326-4470","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","","History | Social Sciences, General"
"CRITICAL HORIZONS","1440-9917","1568-5160","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Social Sciences, Interdisciplinary"
"CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS","1742-2043","1758-6062","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","","Economics & Business | Business"
"CRITICAL PHILOSOPHY OF RACE","2165-8684","2165-8692","PENN STATE UNIV PRESS","820 NORTH UNIV DRIVE, U S B 1, STE C, UNIVERSITY PK, USA, PA, 16802","","Social Sciences, General | Ethnic Studies"
"CRITICAL RACE AND WHITENESS STUDIES","1838-8310","1838-8310","AUSTRALIAN CRITICAL RACE & WHITENESS STUDIES ASSOC-ACRAWSA","AUSTRALIAN CRITICAL RACE & WHITENESS STUDIES ASSOC-ACRAWSA, SYDNEY, AUSTRALIA, 00000","","Social Sciences, General | Ethnic Studies"
"CRITICAL RESEARCH ON RELIGION","2050-3032","2050-3040","SAGE PUBLICATIONS INC","2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320","","Religion"
"CRITICAL REVIEW OF INTERNATIONAL SOCIAL AND POLITICAL PHILOSOPHY","1369-8230","1743-8772","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","","Political Science | Social Sciences, General"
"CRITICAL STUDIES IN FASHION & BEAUTY","2040-4417","2040-4425","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG","","Humanities, Multidisciplinary"
"CRITICAL STUDIES IN MENS FASHION","2050-070X","2050-0718","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG","","Humanities, Multidisciplinary"
"CRITICAL STUDIES ON TERRORISM","1753-9153","1753-9161","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","","Political Science | Social Sciences, General"
"CROATIAN AND COMPARATIVE PUBLIC ADMINISTRATION","1848-0357","1849-2150","INST PUBLIC ADM","CIRILOMETODSKA 4, ZAGREB, CROATIA, HR-10000","","Social Sciences, General | Public Administration"
"CROATIAN ECONOMIC SURVEY","1330-4860","1846-3878","INST ECONOMICS, ZAGREB","TRG J F KENNEDYJA 7, ZAGREB, CROATIA, 10000","English","Economics | Social Sciences, General"
"CROATIAN INTERNATIONAL RELATIONS REVIEW","1848-5782","1848-5782","SCIENDO","BOGUMILA ZUGA 32A, WARSAW, Poland, MAZOVIA, 01-811","English","Social Sciences, General | International Relations"
"CROATIAN OPERATIONAL RESEARCH REVIEW","1848-0225","1848-9931","CROATIAN OPERATIONAL RESEARCH SOC","C/O MARIJANA ZEKIC-SUSAC, EKON FAK & OSIJEKU, OSIJEK, CROATIA, 00000","English","Economics | Economics & Business"
"CROATIAN YEARBOOK OF EUROPEAN LAW & POLICY","1845-5662","1845-5662","UNIV ZAGREB, FAC LAW","TRG MARSALA TITA 14, ZAGREB, CROATIA, 00000","English","Social Sciences, General | Law"
"CROP FORAGE & TURFGRASS MANAGEMENT","2374-3832","2374-3832","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Plant & Animal Science | Agronomy"
"CROSS CURRENTS","0011-1953","1939-3881","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","","Religion"
"CROSS-CURRENTS-EAST ASIAN HISTORY AND CULTURE REVIEW","2158-9666","2158-9674","UNIV CALIFORNIA BERKELEY, INST EAST ASIAN STUDIES","1995 UNIVERSITY AVE 510, BERKELEY, USA, CA, 94704","English","Asian Studies"
"CRYPTOGRAPHY","2410-387X","2410-387X","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Computer Science, Theory & Methods | Computer Science, Information Systems"
"CTAD-CUMHURIYET TARIHI ARASTIRMALARI DERGISI","1305-1458","2147-1592","HACETTEPE UNIV","HACETTEPE UNIV, ANKARA, TURKEY, 6532","","History"
"CUADERNO ACTIVA","2027-8101","2027-8101","TECNOLOGICO ANTIOQUIA-INST UNIV, FAC INGENIERIA","CL 78B 72A-220, MEDELLIN, COLOMBIA, ANTIOQUIA, 00000","","Engineering, Multidisciplinary | Engineering"
"CUADERNO DE NOTAS","1138-1590","2386-8376","UNIV POLITECNICA MADRID, ESCUELA TEC SUP ARQUIT, DEPT COMPOSICION ARQUITECT","AVENIDA JUAN HERRERA, 4, MADRID, SPAIN, 28040","English, Spanish","Architecture"
"CUADERNOS CANELA","1322-9109","2189-9568","NANZAN UNIV, NANZAN INST RELIGION & CULTURE","18 YAMAZATO-CHO SHOWA-KU, NAGOYA, JAPAN, 466","","Language & Linguistics"
"CUADERNOS DE ADMINISTRACION-UNIVERSIDAD DEL VALLE","0120-4645","2256-5078","UNIV VALLE","SEDE SAN FERNANDO EDIFICIO 124, CALLE 4B NO 36-00, CALI, COLOMBIA, 00000","English, Spanish","Management"
"CUADERNOS DE ANTROPOLOGIA","1409-3138","2215-356X","UNIV COSTA RICA, FAC CIENCIAS SOCIALES","CIUDAD UNIV RODRIGO FACIO, 4O PISO, SAN PEDRO DE MONTES DE OCA, COSTA RICA, 00000","English, Spanish","Social Sciences, General | Anthropology"
"CUADERNOS DE BIOETICA","1132-1989","2386-3773","ASOC ESPANOLA BIOETICA & ETICA MEDICA","CALLE RIOS ROSAS 44, MADRID, SPAIN, 28003","","Social Sciences, General | Ethics"
"CUADERNOS DE DOCUMENTACION MULTIMEDIA","1575-9733","1575-9733","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","Spanish","Social Sciences, General | Information Science & Library Science"
"CUADERNOS DE ECONOMIA","0121-4772","2248-4337","UNIV NAC COLOMBIA, FAC CIENCIAS ECONOMICAS, CUADERNOS ECONOMIA","CARRERA 30 N 45-03., EDIFICIO 310, OFICINA 115, BOGOTA, COLOMBIA, 055051","English, Spanish","Economics | Economics & Business"
"CUADERNOS DE ECONOMIA-SPAIN","0210-0266","2340-6704","ASOC CUADERNOS ECONOMIA, DEPT ECONOMIC ANALYSIS","FAC CIENCIAS ECON & EMPRESARIALES, UNIV AUTONOMA MADRID, C/FRANCISCOS TOMAS & VALIENTE 5, MADRID, SPAIN, CANTOBLANCO, 28049","","Economics | Economics & Business"
"CUADERNOS DE ESTUDIOS GALLEGOS","0210-847X","1988-8333","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","VITRUVIO 8, MADRID, SPAIN, 28006","English, French, Galician, Spanish","History | Social Sciences, General"
"CUADERNOS DE FILOLOGIA CLASICA-ESTUDIOS GRIEGOS E INDOEUROPEOS","1131-9070","1988-2637","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","","Classics"
"CUADERNOS DE FILOLOGIA CLASICA-ESTUDIOS LATINOS","1131-9062","1988-2343","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","","Classics"
"CUADERNOS DE FILOLOGIA ITALIANA","1133-9527","1988-2394","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","English, Italian, Spanish","Literature, Romance"
"CUADERNOS DE FILOSOFIA LATINOAMERICANA","0120-8462","2500-5375","UNIV SANTO TOMAS","CR 9 NO 51-23, BOGOTA, COLOMBIA, CUND, 00000","","Philosophy"
"CUADERNOS DE GESTION","1131-6837","1988-2157","UNIV PAIS VASCO, INST ECONOMIA APLICADA EMPRESA","AVE LEHENDAKARI AGIRRE, 8, BILBAO, SPAIN, 48015","English, Spanish","Social Sciences, General | Business"
"CUADERNOS DE HISTORIA CONTEMPORANEA","0214-400X","1988-2734","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","Spanish","History"
"CUADERNOS DE HISTORIA DEL DERECHO","1133-7613","1988-2521","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","","Social Sciences, General | History Of Social Sciences"
"CUADERNOS DE HISTORIA MODERNA","0214-4018","1988-2475","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","Spanish","History | Social Sciences, General"
"CUADERNOS DE ILUSTRACION Y ROMANTICISMO","2173-0687","2173-0687","UNIV CADIZ, SERV PUBLICACIONES","CALLE DR MARANON 3, CADIZ, SPAIN, 11001","Spanish","Humanities, Multidisciplinary"
"CUADERNOS DE INVESTIGACION GEOGRAFICA","0211-6820","1697-9540","UNIV RIOJA, SERV PUBLICACIONES","C/ PISCINAS S/N, LOGRONO, LA RIOJA, SPAIN, 26004","English, Spanish","Geosciences | Geography, Physical"
"CUADERNOS DEL CIMBAGE","1666-5112","1669-1830","UNIV BUENOS AIRES, CENT INVEST & METODOLOGIA BORRASA APL GESTION & ECON","AVE CORDOBA 2122 PISO 2, BUENOS AIRES, ARGENTINA, 1120","English, Spanish","Social Sciences, General | Social Sciences, Mathematical Methods"
"CUADERNOS DEL CLAEH-CENTRO LATINOAMERICANO DE ECONOMIA HUMANA","0797-6062","2393-5979","CENTRO LATINOAMERICANO ECONOMIA HUMANA","ZELMAR MICHELINI, 1220, CASILLA CORREOS, MONTEVIDEO, URUGUAY, 11113","","Economics"
"CUADERNOS DE LINGUISTICA HISPANICA","0121-053X","2346-1829","UNIV PEDAGOGICA & TECNOLOGICA COLOMBIA","AVE CENTRAL NORTE, KM 3 VIA PAIPA, TUNJA, COLOMBIA, BOYACA, 00000","English, French, Spanish","Social Sciences, General | Linguistics"
"CUADERNOS DE LITERATURA","0122-8102","2346-1691","PONTIFICIA UNIV JAVERIANA, FAC CIENCIAS SOCIALES","CRA 5, NO 39-00, EDIFICIO 95, PISO 3, BOGOTA, COLOMBIA, 00000","Spanish","Literature"
"CUADERNOS DE LITERATURA DEL CARIBE E HISPANOAMERICA","1794-8290","2390-0644","UNIV ATLANTICO, FAC CIENCIAS HUMANAS","KM 7 ANTIGUA PUERTO COLOMBIA, BARRANQUILLA, COLOMBIA, 00000","","Literature"
"CUADERNOS DE MUSICA ARTES VISUALES Y ARTES ESCENICAS","1794-6670","2215-9959","PONTIFICIA UNIV JAVERIANA, FAC ARTES","CARRERA 7 NO 40-62, EDIF PABLO VI PISO 2, BOGOTA, COLOMBIA, 00000","","Humanities, Multidisciplinary"
"CUADERNOS DE NEUROPSICOLOGIA-PANAMERICAN JOURNAL OF NEUROPSYCHOLOGY","0718-4123","0718-4123","NEUROPSICOLOGIA CL","NEUROPSICOLOGIA CL, RANCAGUA, CHILE, 00000","English, Portuguese, Spanish","Psychiatry/Psychology | Psychology, Biological"
"CUADERNOS DE PREHISTORIA Y ARQUEOLOGIA-UNIVERSIDAD AUTONOMA DE MADRID","0211-1608","0211-1608","UNIV AUTONOMA MADRID, DEPT PRESHITORIA & ARQUEOLOGIA","CARRETERA COLMENAR BIEJO KM 15, CANTO BLANCO, MADRID, SPAIN, 28049","","Archaeology"
"CUADERNOS DE PROYECTOS ARQUITECTONICOS","2171-956X","2174-1131","UNIV POLITECNICA MADRID","CALLE RAMIRO DE MAEZTU 7, MADRID, SPAIN, 28040","English, Spanish","Architecture"
"CUADERNOS DE RELACIONES LABORALES","1131-8635","1988-2572","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","English, French, Spanish","Economics & Business | Industrial Relations & Labor"
"CUADERNOS DE RUSISTICA ESPANOLA","1698-322X","2340-8146","EDITORIAL UNIV GRANADA","ANTIGUO COLEGIO MAXIMO, CAMPUS CARTUJA, GRANADA, SPAIN, 18071","English, Russian, Spanish","Language & Linguistics"
"CUADERNOS DE TRABAJO SOCIAL","0214-0314","1988-8295","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","Spanish","Social Work"
"CUADERNOS DE TURISMO","1139-7861","1989-4635","EDIT UM-EDICIONES UNIV MURCIA","EDIFICIO SAAVEDRA FAJARDO, C/O ACTOR ISIDORO MAIQUEZ 9, MURCIA, SPAIN, 30007","English, Spanish","Social Sciences, General | Hospitality, Leisure, Sport & Tourism"
"CUADERNOS DE VIVIENDA Y URBANISMO","2027-2103","2145-0226","PONTIFICIA UNIV JAVERIANA, FACULTAD ARQUITECTURA DISENO","CARRERA 7 NO 40-62, EDIF 18, BOGOTA, COLOMBIA, 00000","","Urban Studies | Social Sciences, General"
"CUADERNOS ELECTRONICOS DE FILOSOFIA DEL DERECHO","1138-9877","1138-9877","UNIV VALENCIA, SERVICIO PUBLICACIONS","ARTS GRAFIQUES, 13, VALENCIA, SPAIN, 46010","Spanish","Social Sciences, General | Law"
"CUADERNOS EUROPEOS DE DEUSTO","1130-8354","2445-3587","UNIV DEUSTO","FAC CIENCIAS SOCIALES & HUMANAS, AVENIDA DE LAS UNIVERSIDADES 24, BILBAO, SPAIN, VIZCAYA, 48007","English, Spanish","International Relations | Law"
"CUADERNOS GEOGRAFICOS","0210-5462","2340-0129","UNIV GRANADA","CUESTA DEL HOSPICIO S-N, CAMPUS UNIV, GRANADA, SPAIN, 18071","English, Spanish","Social Sciences, General | Geography"
"CUADERNOS INFO","0719-3661","0719-367X","PONTIFICIA UNIV CATOLICA CHILE, FAC COMUNICACIONES","ALAMEDA 340, SANTIAGO DE CHILE, CHILE, 00000","English, Portuguese, Spanish","Communication | Social Sciences, General"
"CUADERNOS INTER C A MBIO SOBRE CENTROAMERICA Y EL CARIBE","1659-0139","1659-4940","UNIV COSTA RICA, CENTRO INVESTIGACION & IDENTIDAD & CULTURA LATINOAMERICANA","APDO POSTAL 11501-2060, SAN JOSE, COSTA RICA, 00000","English, Portuguese, Spanish","Social Sciences, General | Area Studies"
"CUADERNOS LIRICO","2263-2158","2262-8339","CUADERNOS LIRICO","C/O DIEGO VECCHIO, 15 GODEFROY CAVAIGNAC, PARIS, FRANCE, 75011","French, Spanish","Literature, Romance"
"CUATERNARIO Y GEOMORFOLOGIA","0214-1744","0214-1744","SPANISH QUATERNARY RESEARCH ASSOC","FAC CIENCIAS, UNED-UNIV NACL EDUACION DISTANCIA, MADRID, SPAIN, 28040","","Geosciences | Geology"
"CUBA ARQUEOLOGICA-REVISTA DIGITAL DE ARQUEOLOGIA","1852-0723","1852-0723","CUBA ARQUEOLOGICA","CALLE 135 NO 29808, ENTRE 298 & 300, PUEBLO NUEVO, MATANZAS, CUBA, 00000","Spanish","Archaeology"
"CUESTIONES DE FILOSOFIA","0123-5095","2389-9441","UNIV PEDAGOGICA & TECNOLOGICA COLOMBIA","AVE CENTRAL NORTE, KM 3 VIA PAIPA, TUNJA, COLOMBIA, BOYACA, 00000","Spanish","Philosophy"
